skill_name,category,category_detail,category_source,match_type,broad_bucket
microsurvey software microsurvey cad,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
mirs compliance,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
monte carlo simulation software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
national instruments labview,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
national instruments ni motion assistant,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
national instruments ni vision builder for automated inspection ai,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
national instruments ultiboard,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
neurosolutions for matlab,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
new dawn technologies justware court,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
nsf hospitality rendezvous events,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
on center quick bid,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
onecnc cad/cam,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
oracle clinical,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
oracle primavera systems,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
orcad capture,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
patient management software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
patient record maintenance software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
patient records software for personal digital assistants pdas,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
patient tracking software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
pcc ehr,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
pharmacy management software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
piping construction costs estimation software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
point of sale pos restaurant software,Industry specific software,43232600,UNSPSC,fuzzy,Domain-specific & industry
point of sale pos software,Industry specific software,43232600,UNSPSC,exact,Domain-specific & industry
pointclickcare healthcare software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
ppd patient profiles,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
primavera cost management,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
procore software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
proforce paralegal pro-pack,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
propertyware,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
ptc creo parametric,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
pts solutions winjuris court solutions,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
public access to court electronic records (pacer),Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
public access to electronic court records pacer,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
qsr international nvivo,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
ramesys hospitality,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
ramquest total solution,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
real estate assistant rea,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
regulatory agency compliance software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
risk management data and analysis software,Industry specific software,43232600,UNSPSC,exact,Domain-specific & industry
rockport integrated excel underwriting,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
"safety, health, and environmental management software",Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
sales management software,Industry specific software,43232600,UNSPSC,fuzzy,Domain-specific & industry
sas data integration server,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
sas data integration studio,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
sas jmp,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
sbs international maestro suite,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
scadex technologies maestro,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
schneider electric citectscada,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
scientific software group filter drain fd,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
scientific software group modtech,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
showing suite real estate software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
siemens nx,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
simulation and modeling software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
simulation program with integrated circuit emphasis spice,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
simulation software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
smartdraw legal,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
softpro real estate closing and title software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
softsource cadview,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
software ag underwriting solution,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
solidcam cam software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
srssoft srs ehr,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
statistical analysis software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
statistical process control spc software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
statistical processing software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
statistical software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
storage management software,Industry specific software,43232600,UNSPSC,fuzzy,Domain-specific & industry
summation blaze,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
supervisory control and data acquisition scada software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
the cad zone the crime zone,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
the ipix real estate wizard hometour360 wizard,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
the mathworks matlab,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
the sackett group macpac for legal,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
thermo fisher scientific laboratory information management systems lims,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
thomson reuters elite prolaw,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
thomson reuters westlaw,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
thomson reuters westlawnext,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
thomson west prolaw,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
ticket alternative express entry,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
timesolv legal,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
tokenx,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
trendtracker compliance solution,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
triton elics international isis,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
uda technologies constructionsuite,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
underwriting software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
united systems and software individual life and health administration system,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
verispan patient parameters,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
verisurf metrology,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
vero international visi-series,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
